ntpb,npts,nTriMax,totalRuntime,totalCPUTime,totalGPUTime,prepForInsertTimeTot,insertTimeTot,flipTimeTot,updatePtsTimeTot,seed,distribution,deviceName
128,262144,524289,1.342776,0.001361,1.341415,0.011288,0.002359,0.039127,1.288641,0,0,NVIDIA GeForce RTX 3090
128,262144,524289,2.111505,0.001877,2.109628,0.014177,0.003017,0.064748,2.027686,0,1,NVIDIA GeForce RTX 3090
128,262144,524289,1.462964,0.001385,1.461579,0.011525,0.002461,0.040562,1.407031,0,2,NVIDIA GeForce RTX 3090
128,262144,524289,1.492790,0.001438,1.491352,0.012398,0.002574,0.042660,1.433720,0,3,NVIDIA GeForce RTX 3090
128,524288,1048577,4.406777,0.002207,4.404570,0.014899,0.004697,0.073092,4.311882,0,0,NVIDIA GeForce RTX 3090
128,524288,1048577,6.025960,0.002474,6.023486,0.017912,0.005571,0.110448,5.889555,0,1,NVIDIA GeForce RTX 3090
128,524288,1048577,4.707659,0.001401,4.706257,0.015643,0.004869,0.101936,4.583809,0,2,NVIDIA GeForce RTX 3090
128,524288,1048577,4.872324,0.002198,4.870126,0.016606,0.004917,0.075934,4.772669,0,3,NVIDIA GeForce RTX 3090
128,1048576,2097153,15.617852,0.004392,15.613461,0.022507,0.009253,0.233918,15.347783,0,0,NVIDIA GeForce RTX 3090
128,1048576,2097153,21.217304,0.005951,21.211353,0.028933,0.011715,0.299841,20.870865,0,1,NVIDIA GeForce RTX 3090
128,1048576,2097153,15.703684,0.003592,15.700092,0.022142,0.009210,0.212747,15.455994,0,2,NVIDIA GeForce RTX 3090
128,1048576,2097153,16.609636,0.004391,16.605246,0.023916,0.009570,0.170627,16.401133,0,3,NVIDIA GeForce RTX 3090
128,4,9,0.003941,0.000201,0.003740,0.002702,0.000110,0.000877,0.000052,1,0,NVIDIA GeForce RTX 3090
128,4,9,0.003999,0.000201,0.003798,0.002776,0.000107,0.000865,0.000049,1,1,NVIDIA GeForce RTX 3090
128,4,9,0.004056,0.000207,0.003849,0.002835,0.000106,0.000858,0.000051,1,2,NVIDIA GeForce RTX 3090
128,4,9,0.004362,0.000245,0.004117,0.002906,0.000139,0.001006,0.000064,1,3,NVIDIA GeForce RTX 3090
128,8,17,0.004814,0.000314,0.004500,0.002974,0.000159,0.001289,0.000078,1,0,NVIDIA GeForce RTX 3090
128,8,17,0.005362,0.000321,0.005041,0.003008,0.000156,0.001799,0.000079,1,1,NVIDIA GeForce RTX 3090
128,8,17,0.004778,0.000321,0.004457,0.002962,0.000151,0.001269,0.000076,1,2,NVIDIA GeForce RTX 3090
128,8,17,0.005195,0.000314,0.004881,0.002998,0.000156,0.001650,0.000078,1,3,NVIDIA GeForce RTX 3090
128,16,33,0.005157,0.000317,0.004840,0.002949,0.000160,0.001649,0.000082,1,0,NVIDIA GeForce RTX 3090
128,16,33,0.005167,0.000324,0.004843,0.002964,0.000153,0.001642,0.000084,1,1,NVIDIA GeForce RTX 3090
128,16,33,0.005999,0.000377,0.005622,0.003057,0.000191,0.002275,0.000098,1,2,NVIDIA GeForce RTX 3090
128,16,33,0.006019,0.000377,0.005642,0.003093,0.000180,0.002269,0.000099,1,3,NVIDIA GeForce RTX 3090
128,32,65,0.006514,0.000386,0.006128,0.003063,0.000176,0.002782,0.000106,1,0,NVIDIA GeForce RTX 3090
128,32,65,0.006913,0.000384,0.006529,0.003069,0.000179,0.003173,0.000108,1,1,NVIDIA GeForce RTX 3090
128,32,65,0.006431,0.000395,0.006036,0.003139,0.000176,0.002614,0.000106,1,2,NVIDIA GeForce RTX 3090
128,32,65,0.006280,0.000399,0.005881,0.003116,0.000185,0.002470,0.000110,1,3,NVIDIA GeForce RTX 3090
128,64,129,0.007657,0.000425,0.007232,0.003226,0.000204,0.003654,0.000148,1,0,NVIDIA GeForce RTX 3090
128,64,129,0.007652,0.000429,0.007223,0.003125,0.000199,0.003751,0.000148,1,1,NVIDIA GeForce RTX 3090
128,64,129,0.007094,0.000439,0.006655,0.003176,0.000201,0.003129,0.000149,1,2,NVIDIA GeForce RTX 3090
128,64,129,0.007299,0.000447,0.006852,0.003223,0.000202,0.003280,0.000146,1,3,NVIDIA GeForce RTX 3090
128,128,257,0.008995,0.000553,0.008442,0.003395,0.000264,0.004500,0.000283,1,0,NVIDIA GeForce RTX 3090
128,128,257,0.009433,0.000549,0.008884,0.003431,0.000261,0.004917,0.000275,1,1,NVIDIA GeForce RTX 3090
128,128,257,0.008218,0.000496,0.007722,0.003262,0.000233,0.003995,0.000233,1,2,NVIDIA GeForce RTX 3090
128,128,257,0.008197,0.000485,0.007712,0.003276,0.000232,0.003977,0.000226,1,3,NVIDIA GeForce RTX 3090
128,256,513,0.009603,0.000595,0.009008,0.003506,0.000283,0.004736,0.000483,1,0,NVIDIA GeForce RTX 3090
128,256,513,0.009879,0.000592,0.009287,0.003500,0.000277,0.005036,0.000474,1,1,NVIDIA GeForce RTX 3090
128,256,513,0.010113,0.000611,0.009502,0.003504,0.000281,0.005243,0.000475,1,2,NVIDIA GeForce RTX 3090
128,256,513,0.009720,0.000546,0.009174,0.003422,0.000257,0.005118,0.000378,1,3,NVIDIA GeForce RTX 3090
128,512,1025,0.010915,0.000616,0.010299,0.003504,0.000299,0.005731,0.000765,1,0,NVIDIA GeForce RTX 3090
128,512,1025,0.011323,0.000587,0.010736,0.003525,0.000295,0.006169,0.000747,1,1,NVIDIA GeForce RTX 3090
128,512,1025,0.010976,0.000604,0.010372,0.003403,0.000289,0.005933,0.000747,1,2,NVIDIA GeForce RTX 3090
128,512,1025,0.010610,0.000632,0.009978,0.003517,0.000295,0.005466,0.000700,1,3,NVIDIA GeForce RTX 3090
128,1024,2049,0.011593,0.000578,0.011015,0.003509,0.000291,0.005969,0.001246,1,0,NVIDIA GeForce RTX 3090
128,1024,2049,0.013802,0.000713,0.013089,0.003605,0.000350,0.007371,0.001763,1,1,NVIDIA GeForce RTX 3090
128,1024,2049,0.011537,0.000609,0.010928,0.003535,0.000304,0.005857,0.001232,1,2,NVIDIA GeForce RTX 3090
128,1024,2049,0.014021,0.000715,0.013306,0.003704,0.000344,0.007632,0.001627,1,3,NVIDIA GeForce RTX 3090
128,2048,4097,0.014573,0.000647,0.013926,0.003671,0.000341,0.007336,0.002577,1,0,NVIDIA GeForce RTX 3090
128,2048,4097,0.017927,0.000825,0.017102,0.003901,0.000403,0.008606,0.004193,1,1,NVIDIA GeForce RTX 3090
128,2048,4097,0.014202,0.000655,0.013547,0.003621,0.000335,0.007048,0.002543,1,2,NVIDIA GeForce RTX 3090
128,2048,4097,0.015752,0.000709,0.015043,0.003765,0.000351,0.008181,0.002745,1,3,NVIDIA GeForce RTX 3090
128,4096,8193,0.019168,0.000733,0.018435,0.003849,0.000361,0.008754,0.005471,1,0,NVIDIA GeForce RTX 3090
128,4096,8193,0.027699,0.000932,0.026767,0.004413,0.000473,0.012116,0.009765,1,1,NVIDIA GeForce RTX 3090
128,4096,8193,0.020784,0.000768,0.020016,0.003974,0.000394,0.009132,0.006516,1,2,NVIDIA GeForce RTX 3090
128,4096,8193,0.022696,0.000836,0.021860,0.004123,0.000422,0.010470,0.006844,1,3,NVIDIA GeForce RTX 3090
128,8192,16385,0.028885,0.000776,0.028109,0.004620,0.000417,0.010076,0.012997,1,0,NVIDIA GeForce RTX 3090
128,8192,16385,0.040557,0.000959,0.039598,0.005133,0.000502,0.013809,0.020155,1,1,NVIDIA GeForce RTX 3090
128,8192,16385,0.028779,0.000769,0.028010,0.004440,0.000415,0.010310,0.012846,1,2,NVIDIA GeForce RTX 3090
128,8192,16385,0.030631,0.000826,0.029805,0.004778,0.000445,0.011145,0.013437,1,3,NVIDIA GeForce RTX 3090
128,16384,32769,0.052484,0.000841,0.051643,0.004889,0.000464,0.011515,0.034775,1,0,NVIDIA GeForce RTX 3090
128,16384,32769,0.074307,0.001008,0.073299,0.005472,0.000536,0.015114,0.052177,1,1,NVIDIA GeForce RTX 3090
128,16384,32769,0.045383,0.000785,0.044598,0.004753,0.000425,0.011481,0.027939,1,2,NVIDIA GeForce RTX 3090
128,16384,32769,0.054590,0.000893,0.053697,0.005143,0.000485,0.013345,0.034724,1,3,NVIDIA GeForce RTX 3090
128,32768,65537,0.102090,0.000930,0.101160,0.005386,0.000599,0.013258,0.081918,1,0,NVIDIA GeForce RTX 3090
128,32768,65537,0.150980,0.001144,0.149836,0.006187,0.000696,0.017069,0.125884,1,1,NVIDIA GeForce RTX 3090
128,32768,65537,0.094167,0.000911,0.093256,0.005352,0.000570,0.012902,0.074431,1,2,NVIDIA GeForce RTX 3090
128,32768,65537,0.096694,0.000975,0.095719,0.005387,0.000609,0.014753,0.074970,1,3,NVIDIA GeForce RTX 3090
128,65536,131073,0.191438,0.000878,0.190560,0.005981,0.000811,0.015089,0.168678,1,0,NVIDIA GeForce RTX 3090
128,65536,131073,0.319274,0.001221,0.318053,0.006744,0.000991,0.020581,0.289737,1,1,NVIDIA GeForce RTX 3090
128,65536,131073,0.219272,0.000992,0.218280,0.006194,0.000838,0.015838,0.195410,1,2,NVIDIA GeForce RTX 3090
128,65536,131073,0.229049,0.001058,0.227991,0.006562,0.000894,0.019466,0.201068,1,3,NVIDIA GeForce RTX 3090
128,131072,262145,0.465909,0.001114,0.464795,0.007365,0.001308,0.022698,0.433424,1,0,NVIDIA GeForce RTX 3090
128,131072,262145,0.732561,0.001356,0.731205,0.008560,0.001565,0.036461,0.684619,1,1,NVIDIA GeForce RTX 3090
128,131072,262145,0.471305,0.001054,0.470251,0.007414,0.001308,0.023662,0.437867,1,2,NVIDIA GeForce RTX 3090
128,131072,262145,0.523160,0.001163,0.521997,0.008197,0.001437,0.025403,0.486961,1,3,NVIDIA GeForce RTX 3090
128,262144,524289,1.326676,0.001326,1.325350,0.011244,0.002366,0.039350,1.272389,1,0,NVIDIA GeForce RTX 3090
128,262144,524289,1.882545,0.001500,1.881045,0.013334,0.002801,0.056575,1.808336,1,1,NVIDIA GeForce RTX 3090
128,262144,524289,1.347679,0.001355,1.346324,0.011231,0.002363,0.040180,1.292550,1,2,NVIDIA GeForce RTX 3090
128,262144,524289,1.475911,0.001270,1.474641,0.012348,0.002578,0.042008,1.417706,1,3,NVIDIA GeForce RTX 3090
128,524288,1048577,4.423190,0.002025,4.421165,0.014668,0.004696,0.067947,4.333854,1,0,NVIDIA GeForce RTX 3090
128,524288,1048577,6.016089,0.002655,6.013434,0.018328,0.005529,0.115273,5.874303,1,1,NVIDIA GeForce RTX 3090
128,524288,1048577,4.417146,0.001905,4.415241,0.014811,0.004718,0.070621,4.325090,1,2,NVIDIA GeForce RTX 3090
128,524288,1048577,4.857661,0.001983,4.855678,0.016779,0.004923,0.076523,4.757452,1,3,NVIDIA GeForce RTX 3090
128,1048576,2097153,15.720484,0.004117,15.716367,0.022492,0.009272,0.213299,15.471304,1,0,NVIDIA GeForce RTX 3090
128,1048576,2097153,20.529959,0.005985,20.523973,0.028222,0.011373,0.272311,20.212067,1,1,NVIDIA GeForce RTX 3090
128,1048576,2097153,15.645691,0.004254,15.641437,0.022482,0.009202,0.213924,15.395829,1,2,NVIDIA GeForce RTX 3090
128,1048576,2097153,16.660879,0.003876,16.657003,0.024003,0.009585,0.163675,16.459740,1,3,NVIDIA GeForce RTX 3090
