ntpb,npts,nTriMax,totalRuntime,totalCPUTime,totalGPUTime,prepForInsertTimeTot,insertTimeTot,flipTimeTot,updatePtsTimeTot,seed,distribution,deviceName
128,128,257,0.012050,0.002401,0.009649,0.003435,0.000250,0.005688,0.000275,2,0,NVIDIA GeForce RTX 3090
128,128,257,0.012372,0.002352,0.010020,0.003430,0.000256,0.006063,0.000271,2,1,NVIDIA GeForce RTX 3090
128,128,257,0.012103,0.002425,0.009678,0.003452,0.000250,0.005698,0.000279,2,2,NVIDIA GeForce RTX 3090
128,128,257,0.010818,0.001973,0.008845,0.003266,0.000231,0.005118,0.000230,2,3,NVIDIA GeForce RTX 3090
128,256,513,0.015003,0.002829,0.012174,0.003395,0.000236,0.008223,0.000320,2,0,NVIDIA GeForce RTX 3090
128,256,513,0.017925,0.004261,0.013664,0.003494,0.000274,0.009420,0.000475,2,1,NVIDIA GeForce RTX 3090
128,256,513,0.018458,-0.001232,0.019690,0.009219,0.000286,0.009703,0.000482,2,2,NVIDIA GeForce RTX 3090
128,256,513,0.017092,0.004149,0.012943,0.003613,0.000289,0.008580,0.000462,2,3,NVIDIA GeForce RTX 3090
128,512,1025,0.022053,0.005274,0.016779,0.003516,0.000270,0.012372,0.000620,2,0,NVIDIA GeForce RTX 3090
128,512,1025,0.033182,0.007771,0.025411,0.003692,0.000314,0.020523,0.000882,2,1,NVIDIA GeForce RTX 3090
128,512,1025,0.026385,0.006925,0.019460,0.003593,0.000299,0.014802,0.000766,2,2,NVIDIA GeForce RTX 3090
128,512,1025,0.025520,0.006277,0.019243,0.003631,0.000299,0.014610,0.000703,2,3,NVIDIA GeForce RTX 3090
128,1024,2049,0.044137,0.014233,0.029904,0.003760,0.000335,0.024276,0.001533,2,0,NVIDIA GeForce RTX 3090
128,1024,2049,0.059539,0.011629,0.047910,0.008007,0.000366,0.037778,0.001759,2,1,NVIDIA GeForce RTX 3090
128,1024,2049,0.044943,0.013751,0.031192,0.003752,0.000327,0.025617,0.001496,2,2,NVIDIA GeForce RTX 3090
128,1024,2049,0.042827,0.012600,0.030227,0.003658,0.000324,0.024855,0.001390,2,3,NVIDIA GeForce RTX 3090
128,2048,4097,0.081340,0.023974,0.057366,0.003657,0.000338,0.050776,0.002595,2,0,NVIDIA GeForce RTX 3090
128,2048,4097,0.100266,0.033030,0.067236,0.003946,0.000382,0.059310,0.003598,2,1,NVIDIA GeForce RTX 3090
