ntpb,npts,nTriMax,totalRuntime,totalCPUTime,totalGPUTime,prepForInsertTimeTot,insertTimeTot,flipTimeTot,updatePtsTimeTot,seed,distribution,deviceName
128,512,1025,0.026904,0.006584,0.020320,0.003487,0.000304,0.013539,0.002989,1,3,NVIDIA GeForce RTX 3090
128,1024,2049,0.047221,0.012083,0.035138,0.003458,0.000314,0.025117,0.006248,1,0,NVIDIA GeForce RTX 3090
128,1024,2049,0.062684,0.016310,0.046374,0.004216,0.000350,0.033923,0.007885,1,1,NVIDIA GeForce RTX 3090
128,1024,2049,0.046165,0.011807,0.034358,0.003536,0.000304,0.024415,0.006103,1,2,NVIDIA GeForce RTX 3090
128,1024,2049,0.057355,0.015661,0.041694,0.003753,0.000363,0.029986,0.007592,1,3,NVIDIA GeForce RTX 3090
128,2048,4097,0.096529,0.020838,0.075691,0.007319,0.000343,0.053849,0.014181,1,0,NVIDIA GeForce RTX 3090
128,2048,4097,0.139775,0.040785,0.098990,0.003962,0.000419,0.073400,0.021209,1,1,NVIDIA GeForce RTX 3090
128,2048,4097,0.091922,0.024634,0.067288,0.003667,0.000336,0.049909,0.013376,1,2,NVIDIA GeForce RTX 3090
128,2048,4097,0.102763,0.025769,0.076994,0.004558,0.000350,0.057539,0.014547,1,3,NVIDIA GeForce RTX 3090
128,4096,8193,0.188671,0.052669,0.136002,0.003719,0.000377,0.102577,0.029328,1,0,NVIDIA GeForce RTX 3090
128,4096,8193,0.294128,0.081982,0.212146,0.014889,0.000483,0.150093,0.046681,1,1,NVIDIA GeForce RTX 3090
128,4096,8193,0.198558,0.062062,0.136496,0.003957,0.000415,0.099524,0.032600,1,2,NVIDIA GeForce RTX 3090
128,4096,8193,0.218820,0.066493,0.152327,0.004092,0.000433,0.113651,0.034150,1,3,NVIDIA GeForce RTX 3090
128,8192,16385,0.420933,0.113741,0.307192,0.004619,0.000422,0.232250,0.069902,1,0,NVIDIA GeForce RTX 3090
128,8192,16385,0.644735,0.176080,0.468655,0.005203,0.000518,0.358005,0.104929,1,1,NVIDIA GeForce RTX 3090
128,8192,16385,0.418725,0.111616,0.307109,0.004523,0.000422,0.231459,0.070705,1,2,NVIDIA GeForce RTX 3090
128,8192,16385,0.422015,0.117097,0.304918,0.004815,0.000449,0.225394,0.074261,1,3,NVIDIA GeForce RTX 3090
128,16384,32769,0.923360,0.245921,0.677439,0.005103,0.000547,0.487019,0.184770,1,0,NVIDIA GeForce RTX 3090
128,16384,32769,1.350988,0.371710,0.979278,0.005512,0.000628,0.741410,0.231728,1,1,NVIDIA GeForce RTX 3090
128,16384,32769,0.820976,0.191551,0.629425,0.004855,0.000505,0.462949,0.161116,1,2,NVIDIA GeForce RTX 3090
128,16384,32769,0.971806,0.250674,0.721132,0.005241,0.000577,0.536904,0.178409,1,3,NVIDIA GeForce RTX 3090
128,32768,65537,1.918511,0.507722,1.410789,0.005677,0.000773,0.975966,0.428373,1,0,NVIDIA GeForce RTX 3090
128,32768,65537,2.961362,0.831625,2.129736,0.006273,0.000961,1.463421,0.659081,1,1,NVIDIA GeForce RTX 3090
128,32768,65537,1.979450,0.510141,1.469309,0.005631,0.000776,1.028433,0.434469,1,2,NVIDIA GeForce RTX 3090
128,32768,65537,2.083444,0.526566,1.556878,0.005668,0.000813,1.071043,0.479355,1,3,NVIDIA GeForce RTX 3090
128,65536,131073,4.168075,0.871886,3.296189,0.009619,0.001120,2.073001,1.212449,1,0,NVIDIA GeForce RTX 3090
128,65536,131073,6.640688,1.577766,5.062922,0.008035,0.001399,3.430466,1.623021,1,1,NVIDIA GeForce RTX 3090
128,65536,131073,4.442454,1.028383,3.414071,0.010596,0.001190,2.141199,1.261086,1,2,NVIDIA GeForce RTX 3090
128,65536,131073,5.017699,1.089045,3.928654,0.008053,0.001255,2.600551,1.318795,1,3,NVIDIA GeForce RTX 3090
128,131072,262145,10.336587,1.923293,8.413294,0.010821,0.001984,4.261596,4.138892,1,0,NVIDIA GeForce RTX 3090
128,131072,262145,15.875544,3.277733,12.597811,0.010615,0.002413,7.420844,5.163939,1,1,NVIDIA GeForce RTX 3090
128,131072,262145,10.537647,1.931474,8.606174,0.007517,0.001977,4.458559,4.138121,1,2,NVIDIA GeForce RTX 3090
128,131072,262145,11.562174,2.265393,9.296781,0.008717,0.002194,4.669245,4.616625,1,3,NVIDIA GeForce RTX 3090
128,262144,524289,29.308504,4.109028,25.199476,0.022610,0.003798,9.585669,15.587399,1,0,NVIDIA GeForce RTX 3090
128,262144,524289,41.178421,6.770893,34.407528,0.024591,0.004538,15.937526,18.440872,1,1,NVIDIA GeForce RTX 3090
128,262144,524289,30.224705,4.079422,26.145283,0.017315,0.003796,10.493637,15.630536,1,2,NVIDIA GeForce RTX 3090
128,262144,524289,32.446102,4.790943,27.655159,0.023579,0.004161,10.664762,16.962658,1,3,NVIDIA GeForce RTX 3090
128,524288,1048577,86.932846,8.669579,78.263268,0.033094,0.008375,19.082584,59.139214,1,0,NVIDIA GeForce RTX 3090
128,524288,1048577,118.736946,15.231102,103.505844,0.034905,0.010066,36.564178,66.896698,1,1,NVIDIA GeForce RTX 3090
128,524288,1048577,90.155655,8.880936,81.274719,0.039672,0.008357,21.307076,59.919617,1,2,NVIDIA GeForce RTX 3090
128,524288,1048577,96.876213,9.970131,86.906082,0.027997,0.009041,22.979258,63.889790,1,3,NVIDIA GeForce RTX 3090
128,1048576,2097153,293.221436,19.155212,274.066223,0.032208,0.016940,44.268288,229.748795,1,0,NVIDIA GeForce RTX 3090
128,1048576,2097153,374.999207,35.670441,339.328766,0.050171,0.021055,81.091187,258.166351,1,1,NVIDIA GeForce RTX 3090
128,1048576,2097153,290.996643,18.551758,272.444885,0.042512,0.017115,40.908638,231.476624,1,2,NVIDIA GeForce RTX 3090
128,1048576,2097153,314.991089,18.025116,296.965973,0.044430,0.017887,46.999268,249.904388,1,3,NVIDIA GeForce RTX 3090
128,4,9,0.004217,0.000316,0.003901,0.002772,0.000113,0.000959,0.000057,2,0,NVIDIA GeForce RTX 3090
128,4,9,0.004147,0.000306,0.003841,0.002842,0.000116,0.000825,0.000058,2,1,NVIDIA GeForce RTX 3090
128,4,9,0.003929,-0.000011,0.003940,0.003140,0.000110,0.000636,0.000054,2,2,NVIDIA GeForce RTX 3090
128,4,9,0.004052,-0.000337,0.004389,0.003624,0.000134,0.000566,0.000065,2,3,NVIDIA GeForce RTX 3090
128,8,17,0.005717,0.000421,0.005296,0.003187,0.000136,0.001897,0.000075,2,0,NVIDIA GeForce RTX 3090
128,8,17,0.005077,0.000414,0.004663,0.002810,0.000130,0.001646,0.000077,2,1,NVIDIA GeForce RTX 3090
